time,alb_QAS_L,lat_QAS_L,lon_QAS_L,cloud_QAS_L
2017-05-01,0.7292,61.030726,-46.849103,0.1725
2017-05-02,0.7154,61.030768,-46.849127,0.3201
2017-05-03,0.7208,61.030769,-46.849099,0.2413
2017-05-04,0.7678,61.030769,-46.849094,0.7611
2017-05-05,0.7242,61.030778,-46.849093,0.4399
2017-05-06,0.6862,61.030772,-46.849098,0.2222
2017-05-07,0.681,61.030765,-46.849099,0.2496
2017-05-08,0.6848,61.030762,-46.849088,0.6374
2017-05-09,0.6731,61.030769,-46.849092,0.3927
2017-05-10,0.6657,61.030771,-46.84909,0.4811
2017-05-11,0.7051,61.030773,-46.849092,0.632
2017-05-12,0.8151,61.030773,-46.849093,0.711
2017-05-13,0.7732,61.030772,-46.849095,0.5694
2017-05-14,0.6924,61.030773,-46.849093,0.1688
2017-05-15,0.6665,61.030775,-46.849098,0.1635
2017-05-16,0.7077,61.03077,-46.849101,0.6464
2017-05-17,0.6749,61.030772,-46.849095,0.4907
2017-05-18,0.7871,61.030765,-46.849092,0.9696
2017-05-19,0.7673,61.030759,-46.849092,0.9997
2017-05-20,0.7466,61.03076,-46.849091,0.9547
2017-05-21,0.6731,61.03076,-46.849101,0.6954
2017-05-22,0.6492,61.03076,-46.849092,0.2979
2017-05-23,0.6628,61.030763,-46.849091,0.9014
2017-05-24,0.7161,61.030756,-46.849092,0.9753
2017-05-25,0.6767,61.030767,-46.849088,0.9102
2017-05-26,0.6742,61.030767,-46.849092,0.8279
2017-05-27,0.6325,61.030767,-46.849088,0.3073
2017-05-28,0.6448,61.030772,-46.849091,0.6542
2017-05-29,0.6632,61.030764,-46.849101,0.937
2017-05-30,0.5943,61.030755,-46.849098,0.329
2017-05-31,0.5884,61.030762,-46.849102,0.358
2017-06-01,0.5605,61.030761,-46.849098,0.2109
2017-06-02,0.5669,61.03076,-46.849092,0.5122
2017-06-03,0.5553,61.03076,-46.849098,0.4748
2017-06-04,0.5448,61.030754,-46.849105,0.5586
2017-06-05,0.6066,61.030755,-46.849104,0.7759
2017-06-06,0.5348,61.030754,-46.849102,0.482
2017-06-07,0.5168,61.030773,-46.84906,0.4866
2017-06-08,0.5076,61.03076,-46.8491,0.3061
2017-06-09,0.5003,61.030758,-46.849104,0.5763
2017-06-10,0.494,61.03076,-46.849101,0.7211
2017-06-11,0.4487,61.030765,-46.849101,0.4169
2017-06-12,0.4242,61.030762,-46.849107,0.095
2017-06-13,0.4294,61.030759,-46.849095,0.1456
2017-06-14,0.4251,61.030793,-46.849097,0.6687
2017-06-15,0.3819,61.030757,-46.849107,0.6218
2017-06-16,0.3648,61.030758,-46.849105,0.2482
2017-06-17,0.3928,61.030758,-46.8491,0.4259
2017-06-18,0.3975,61.03075,-46.8491,0.5478
2017-06-19,0.4096,61.03075,-46.849096,0.9841
2017-06-20,0.3591,61.030759,-46.849111,0.3413
2017-06-21,0.3708,61.030756,-46.849106,0.1281
2017-06-22,0.3768,61.030759,-46.849113,0.1904
2017-06-23,0.3944,61.030749,-46.849104,0.298
2017-06-24,0.4017,61.030758,-46.849107,0.3588
2017-06-25,0.4055,61.030759,-46.849106,0.9063
2017-06-26,0.3579,61.030757,-46.84911,0.8965
2017-06-27,0.345,61.030756,-46.849102,0.8561
2017-06-28,0.3453,61.030762,-46.849106,0.4578
2017-06-29,0.3706,61.030761,-46.849107,0.7916
2017-06-30,0.3583,61.03076,-46.849107,0.6003
2017-07-01,0.3702,61.030754,-46.84911,0.2743
2017-07-02,0.3509,61.030756,-46.849113,0.391
2017-07-03,0.3751,61.03075,-46.849113,0.7031
2017-07-04,0.359,61.03075,-46.849105,0.9622
2017-07-05,0.3397,61.030757,-46.849113,0.211
2017-07-06,0.3852,61.030752,-46.849106,0.1886
2017-07-07,0.3811,61.030754,-46.849108,0.6808
2017-07-08,0.3323,61.03075,-46.849111,0.7894
2017-07-09,0.3411,61.030751,-46.849114,0.2953
2017-07-10,0.3519,61.030754,-46.849119,0.5481
2017-07-11,0.3431,61.030748,-46.849107,0.9871
2017-07-12,0.3319,61.030756,-46.849121,0.6787
2017-07-13,0.3194,61.030748,-46.849104,0.9488
2017-07-14,0.321,61.03075,-46.849119,0.7522
2017-07-15,0.3396,61.030749,-46.849114,0.5949
2017-07-16,0.3169,61.03075,-46.849109,0.9378
2017-07-17,0.3401,61.030751,-46.849114,0.4781
2017-07-18,0.3385,61.030748,-46.849127,0.6804
2017-07-19,0.3202,61.030752,-46.849124,0.9127
2017-07-20,0.3154,61.030751,-46.849121,0.7261
2017-07-21,0.3257,61.030748,-46.849128,0.6355
2017-07-22,0.3515,61.030747,-46.849125,0.542
2017-07-23,0.3176,61.030743,-46.849136,0.7726
2017-07-24,0.2843,61.030755,-46.849133,0.8823
2017-07-25,0.2927,61.030745,-46.849137,0.7669
2017-07-26,0.3103,61.030745,-46.849137,0.7456
2017-07-27,0.2838,61.030752,-46.849136,0.3749
2017-07-28,0.3055,61.030753,-46.849137,0.3338
2017-07-29,0.3052,61.030749,-46.849143,0.3409
2017-07-30,0.3211,61.030755,-46.849138,0.3365
2017-07-31,0.3292,61.030757,-46.849142,0.3824
2017-08-01,0.3134,61.030754,-46.849145,0.2954
2017-08-02,0.3509,61.03075,-46.849146,0.3559
2017-08-03,0.3576,61.030754,-46.849145,0.2983
2017-08-04,0.3353,61.030748,-46.849137,0.5906
2017-08-05,0.3408,61.030751,-46.849139,0.441
2017-08-06,0.3173,61.030749,-46.84914,0.9141
2017-08-07,0.2856,61.030745,-46.849131,0.9995
2017-08-08,0.291,61.030744,-46.849141,0.9995
2017-08-09,0.2602,61.030745,-46.849141,0.9792
2017-08-10,0.2707,61.030751,-46.849142,0.999
2017-08-11,0.2751,61.030747,-46.849147,0.9121
2017-08-12,0.3097,61.030751,-46.849148,0.5921
2017-08-13,0.3353,61.030757,-46.849146,0.3053
2017-08-14,0.34,61.030755,-46.849149,0.2331
2017-08-15,0.3359,61.030752,-46.849151,0.6647
2017-08-16,0.3089,61.030747,-46.849147,0.7775
2017-08-17,0.3496,61.030747,-46.849149,0.5916
2017-08-18,0.2961,61.030747,-46.849149,0.7804
2017-08-19,0.2785,61.03075,-46.849149,0.8162
2017-08-20,0.2983,61.030747,-46.849155,0.9763
2017-08-21,0.2761,61.030737,-46.849141,0.996
2017-08-22,0.2891,61.030736,-46.849141,0.9503
2017-08-23,0.2452,61.03074,-46.849151,0.9575
2017-08-24,0.259,61.030742,-46.84915,0.8166
2017-08-25,0.2599,61.030741,-46.849149,0.9893
2017-08-26,0.2609,61.030742,-46.849158,0.904
2017-08-27,0.2679,61.03075,-46.849156,0.9949
2017-08-28,0.3259,61.030753,-46.849157,0.6462
2017-08-29,0.3145,61.030747,-46.849156,0.3477
2017-08-30,0.2737,61.030751,-46.849155,0.7768
2017-08-31,0.2896,61.030757,-46.849162,0.7312
2017-09-01,0.2909,61.030751,-46.849161,0.4014
2017-09-02,0.3066,61.030758,-46.84916,0.2857
2017-09-03,0.295,61.030747,-46.849157,0.0631
2017-09-04,0.3223,61.030747,-46.84916,0.0749
2017-09-05,0.3227,61.030747,-46.849154,0.438
2017-09-06,0.2876,61.030746,-46.849146,0.9769
2017-09-07,0.3035,61.030752,-46.849167,0.4727
2017-09-08,0.2999,61.030744,-46.849161,0.6514
2017-09-09,0.3273,61.030746,-46.849161,0.4377
2017-09-10,0.3317,61.030741,-46.849159,0.8507
2017-09-11,0.3278,61.030744,-46.849157,0.298
2017-09-12,0.3597,61.030739,-46.849162,0.1832
2017-09-13,0.3488,61.030744,-46.849165,0.5808
2017-09-14,0.2646,61.030746,-46.849153,0.9951
2017-09-15,0.247,61.030737,-46.849157,0.9982
2017-09-16,0.263,61.030737,-46.849167,0.7793
2017-09-17,0.2832,61.030744,-46.84917,0.5812
2017-09-18,0.3757,61.03074,-46.849158,0.2521
2017-09-19,0.3837,61.030745,-46.849168,0.082
2017-09-20,0.3596,61.030742,-46.849171,0.3041
2017-09-21,0.4177,61.030746,-46.849171,0.1739
2017-09-22,0.3826,61.03074,-46.849165,0.493
2017-09-23,0.3736,61.030736,-46.849173,0.5096
2017-09-24,0.7925,61.030738,-46.849167,0.6856
2017-09-25,0.7751,61.030743,-46.84917,0.2655
2017-09-26,0.7151,61.030747,-46.84917,0.5185
2017-09-27,0.6378,61.030749,-46.849178,0.283
2017-09-28,0.6158,61.030741,-46.849163,0.1364
2017-09-29,0.5835,61.030739,-46.849178,0.2794
2017-09-30,0.5621,61.030747,-46.849169,0.342
2018-05-01,0.8088,61.030722,-46.849208,0.4923
2018-05-02,0.7864,61.030717,-46.849205,0.2398
2018-05-03,0.7121,61.030744,-46.849168,0.0784
2018-05-04,0.7299,61.03073,-46.849218,0.107
2018-05-05,0.7801,61.030725,-46.849232,0.6
2018-05-06,0.7649,61.030722,-46.849223,0.1582
2018-05-07,0.7493,61.030717,-46.849224,0.1319
2018-05-08,0.7324,61.030718,-46.849225,0.3524
2018-05-09,0.712,61.030719,-46.849223,0.0946
2018-05-10,0.7112,61.030726,-46.849221,0.1358
2018-05-11,0.8036,61.030726,-46.849212,0.7922
2018-05-12,0.7713,61.030713,-46.849212,0.882
2018-05-13,0.9156,61.030719,-46.849211,0.9794
2018-05-14,0.8179,61.030723,-46.849204,0.3853
2018-05-15,0.8293,61.030725,-46.849209,0.6243
2018-05-16,0.9016,61.030725,-46.849204,0.9626
2018-05-17,0.9029,61.03071,-46.849217,0.8962
2018-05-18,0.8322,61.030716,-46.849214,0.3395
2018-05-19,0.8239,61.030719,-46.849211,0.5352
2018-05-20,0.7986,61.030712,-46.849205,0.6038
2018-05-21,0.7727,61.030715,-46.849206,0.4462
2018-05-22,0.7316,61.030712,-46.849208,0.14
2018-05-23,0.7921,61.030719,-46.849206,0.8653
2018-05-24,0.786,61.030719,-46.849215,0.7991
2018-05-25,0.7796,61.030717,-46.849218,0.6266
2018-05-26,0.7738,61.030718,-46.849209,0.5239
2018-05-27,0.7675,61.030712,-46.849207,0.5579
2018-05-28,0.7185,61.03071,-46.849213,0.1281
2018-05-29,0.732,61.030717,-46.849224,0.6009
2018-05-30,0.8253,61.030729,-46.849213,0.9446
2018-05-31,0.7725,61.030718,-46.84922,0.931
2018-06-01,0.775,61.030719,-46.849223,0.9559
2018-06-02,0.7702,61.030721,-46.849214,0.9741
2018-06-03,0.6869,61.030713,-46.849218,0.9997
2018-06-04,0.3615,61.030712,-46.849218,0.8411
2018-06-05,0.2138,61.030714,-46.849224,0.6449
2018-06-06,0.2377,61.030714,-46.849214,0.7427
2018-06-07,0.553,61.030704,-46.849219,0.9683
2018-06-08,0.4021,61.030712,-46.849223,0.3722
2018-06-09,0.3503,61.030716,-46.849226,0.742
2018-06-10,0.3208,61.030706,-46.849228,0.9282
2018-06-11,0.3017,61.030714,-46.849234,0.7382
2018-06-12,0.2868,61.030722,-46.849226,0.7115
2018-06-13,0.3003,61.030704,-46.849227,0.3215
2018-06-14,0.3271,61.030707,-46.849235,0.8878
2018-06-15,0.302,61.030715,-46.849237,0.7816
2018-06-16,0.2912,61.03072,-46.849233,0.3939
2018-06-17,0.2951,61.030712,-46.849227,0.837
2018-06-18,0.3128,61.030716,-46.849234,0.5035
2018-06-19,0.3238,61.030722,-46.849228,0.6648
2018-06-20,0.2351,61.030718,-46.84923,0.8337
2018-06-21,0.2412,61.030716,-46.84922,0.9733
2018-06-22,0.2414,61.03071,-46.849222,0.9806
2018-06-23,0.2592,61.030719,-46.849225,0.8899
2018-06-24,0.2734,61.030712,-46.849228,0.92
2018-06-25,0.2651,61.030719,-46.84923,0.8533
2018-06-26,0.2686,61.030717,-46.849234,0.4016
2018-06-27,0.2777,61.030708,-46.849235,0.468
2018-06-28,0.2254,61.030719,-46.849238,0.8347
2018-06-29,0.2519,61.030716,-46.849241,0.5584
2018-06-30,0.2297,61.030717,-46.849236,0.9411
2018-07-01,0.2417,61.030726,-46.849216,0.965
2018-07-02,0.2569,61.030712,-46.849238,0.5637
2018-07-03,0.2668,61.030716,-46.849237,0.3744
2018-07-04,0.2251,61.03072,-46.849231,0.9307
2018-07-05,0.2017,61.030711,-46.849237,0.8976
2018-07-06,0.234,61.030713,-46.849243,0.6727
2018-07-07,0.2406,61.030715,-46.849234,0.8936
2018-07-08,0.2114,61.030709,-46.849234,0.9676
2018-07-09,0.2415,61.030713,-46.849228,0.7293
2018-07-10,0.2131,61.030707,-46.849234,0.9354
2018-07-11,0.2058,61.030712,-46.849241,0.9687
2018-07-12,0.2118,61.030716,-46.849234,0.9428
2018-07-13,0.2433,61.030718,-46.849243,0.4149
2018-07-14,0.2396,61.030716,-46.849247,0.2861
2018-07-15,0.2204,61.030716,-46.849247,0.4853
2018-07-16,0.2217,61.030718,-46.849244,0.9022
2018-07-17,0.1994,61.030714,-46.84924,0.976
2018-07-18,0.1772,61.030714,-46.849242,0.9653
2018-07-19,0.1823,61.030708,-46.849241,0.9952
2018-07-20,0.2096,61.030707,-46.849245,0.9405
2018-07-21,0.2272,61.030704,-46.84924,0.8122
2018-07-22,0.2323,61.030712,-46.849241,0.2666
2018-07-23,0.2456,61.030708,-46.849246,0.2188
2018-07-24,0.2427,61.030718,-46.849239,0.4604
2018-07-25,0.2329,61.030707,-46.849261,0.1727
2018-07-26,0.246,61.030705,-46.849263,0.2583
2018-07-27,0.2586,61.03071,-46.849266,0.7261
2018-07-28,0.2479,61.030711,-46.84927,0.6354
2018-07-29,0.2556,61.030713,-46.849264,0.2641
2018-07-30,0.2404,61.030707,-46.849271,0.3425
2018-07-31,0.2216,61.03071,-46.849272,0.7449
2018-08-01,0.2302,61.030713,-46.849259,0.9693
2018-08-02,0.2164,61.030701,-46.84926,0.3509
2018-08-03,0.2285,61.030704,-46.849259,0.5039
2018-08-04,0.2413,61.030706,-46.849266,0.5574
2018-08-05,0.2291,61.0307,-46.849264,0.7973
2018-08-06,0.2487,61.030701,-46.849267,0.2633
2018-08-07,0.244,61.0307,-46.849268,0.4689
2018-08-08,0.1882,61.030704,-46.849257,0.996
2018-08-09,0.2191,61.03069,-46.849267,0.5804
2018-08-10,0.2218,61.030699,-46.84927,0.4384
2018-08-11,0.2145,61.030705,-46.84927,0.7533
2018-08-12,0.1999,61.030702,-46.849272,0.9489
2018-08-13,0.2149,61.03072,-46.84927,0.9078
2018-08-14,0.2197,61.030701,-46.849275,0.9154
2018-08-15,0.2116,61.030702,-46.84927,0.9632
2018-08-16,0.2164,61.030703,-46.849262,0.9243
2018-08-17,0.2376,61.030696,-46.849273,0.3852
2018-08-18,0.2091,61.030696,-46.849265,0.9889
2018-08-19,0.2004,61.030697,-46.849267,0.9819
2018-08-20,0.2282,61.030709,-46.849268,0.6478
2018-08-21,0.2216,61.030703,-46.849269,0.6682
2018-08-22,0.2279,61.030704,-46.849273,0.6286
2018-08-23,0.2378,61.030702,-46.849267,0.5542
2018-08-24,0.2767,61.030703,-46.849265,0.9404
2018-08-25,0.2028,61.030714,-46.849268,0.8247
2018-08-26,0.2072,61.030705,-46.849276,0.6618
2018-08-27,0.2797,61.030698,-46.84927,0.202
2018-08-28,0.2539,61.030698,-46.849266,0.661
2018-08-29,0.2426,61.030697,-46.849258,0.9548
2018-08-30,0.2218,61.030703,-46.849262,0.4031
2018-08-31,0.2436,61.030699,-46.84927,0.2394
2018-09-01,0.25,61.030703,-46.84927,0.1629
2018-09-02,0.2306,61.030696,-46.849259,0.8531
2018-09-03,0.1922,61.030694,-46.849261,0.963
2018-09-04,0.2531,61.0307,-46.849261,0.6638
2018-09-05,0.1799,61.030689,-46.84927,0.8348
2018-09-06,0.2043,61.030686,-46.849269,0.8715
2018-09-07,0.2263,61.030696,-46.84927,0.9067
2018-09-08,0.2667,61.0307,-46.849275,0.7274
2018-09-09,0.3072,61.030694,-46.849272,0.5476
2018-09-10,0.3299,61.030693,-46.849275,0.1869
2018-09-11,0.3139,61.030696,-46.849276,0.5253
2018-09-12,0.3283,61.0307,-46.849268,0.07
2018-09-13,0.3214,61.030697,-46.84927,0.3164
2018-09-14,0.3153,61.030699,-46.849272,0.5575
2018-09-15,0.3642,61.030698,-46.849278,0.1632
2018-09-16,0.3175,61.030698,-46.84928,0.5393
2018-09-17,0.5535,61.030698,-46.849277,0.8392
2018-09-18,0.2566,61.030689,-46.84928,0.6713
2018-09-19,0.307,61.030685,-46.849277,0.1353
2018-09-20,0.346,61.030686,-46.849279,0.1851
2018-09-21,0.3045,61.030692,-46.849276,0.713
2018-09-22,0.8782,61.030695,-46.849278,0.8678
2018-09-23,0.5272,61.030695,-46.849284,0.8832
2018-09-24,0.8792,61.030686,-46.84928,0.7098
2018-09-25,0.8534,61.030698,-46.849264,0.0965
2018-09-26,0.8653,61.030703,-46.84928,0.2569
2018-09-27,0.7629,61.0307,-46.84928,0.9558
2018-09-28,0.4695,61.030697,-46.849275,0.6164
2018-09-29,0.487,61.030692,-46.849282,0.4377
2018-09-30,0.3628,61.030698,-46.849276,0.94
2019-05-01,0.7643,61.030665,-46.849326,0.5245
2019-05-02,0.6885,61.030666,-46.849329,0.3133
2019-05-03,0.7101,61.03067,-46.849329,0.4527
2019-05-04,0.7484,61.030669,-46.849326,0.5412
2019-05-05,0.7613,61.030671,-46.849332,0.6701
2019-05-06,0.7299,61.030669,-46.849324,0.6327
2019-05-07,0.6992,61.030667,-46.849321,0.3555
2019-05-08,0.7309,61.030666,-46.849323,0.7414
2019-05-09,0.7422,61.03067,-46.849318,0.9767
2019-05-10,0.7821,61.030661,-46.849326,0.8854
2019-05-11,0.7429,61.03067,-46.849322,0.4665
2019-05-12,0.6925,61.030663,-46.849329,0.0303
2019-05-13,0.7042,61.030664,-46.849334,0.4399
2019-05-14,0.7083,61.03066,-46.849326,0.7148
2019-05-15,0.7118,61.03066,-46.84933,0.5504
2019-05-16,0.6794,61.03066,-46.849332,0.264
2019-05-17,0.6536,61.030664,-46.849331,0.4037
2019-05-18,0.645,61.030666,-46.849329,0.8458
2019-05-19,0.6483,61.030658,-46.849332,0.399
2019-05-20,0.6097,61.030667,-46.849332,0.1376
2019-05-21,0.5733,61.030669,-46.849329,0.1202
2019-05-22,0.4813,61.030668,-46.849332,0.3397
2019-05-23,0.393,61.03066,-46.849329,0.6271
2019-05-24,0.2352,61.030663,-46.84933,0.6713
2019-05-25,0.2395,61.030655,-46.849333,0.6946
2019-05-26,0.2528,61.030656,-46.849332,0.7832
2019-05-27,0.265,61.030659,-46.849335,0.3311
2019-05-28,0.2708,61.030664,-46.849337,0.2234
2019-05-29,0.2601,61.030664,-46.84934,0.135
2019-05-30,0.2608,61.030658,-46.849342,0.0715
2019-05-31,0.2699,61.030659,-46.849343,0.0868
2019-06-01,0.2952,61.03066,-46.849342,0.5465
2019-06-02,0.2787,61.030664,-46.849343,0.8415
2019-06-03,0.2602,61.03067,-46.849348,0.4038
2019-06-04,0.2506,61.030664,-46.849342,0.1463
2019-06-05,0.2438,61.030664,-46.849344,0.4846
2019-06-06,0.2049,61.030667,-46.849341,0.914
2019-06-07,0.1953,61.030654,-46.849345,0.784
2019-06-08,0.2261,61.03066,-46.849341,0.7534
2019-06-09,0.2092,61.030647,-46.849343,0.7514
2019-06-10,0.1967,61.030653,-46.849342,0.292
2019-06-11,0.203,61.030654,-46.849351,0.5727
2019-06-12,0.2087,61.030652,-46.84935,0.8308
2019-06-13,0.2146,61.030651,-46.84935,0.5273
2019-06-14,0.2264,61.03066,-46.849354,0.4395
2019-06-15,0.2129,61.030665,-46.849353,0.3629
2019-06-16,0.2249,61.030657,-46.84935,0.2889
2019-06-17,0.2183,61.030668,-46.849352,0.2707
2019-06-18,0.238,61.030664,-46.849356,0.2761
2019-06-19,0.2489,61.030657,-46.849356,0.3808
2019-06-20,0.2349,61.03066,-46.849357,0.2808
2019-06-21,0.2424,61.030657,-46.849354,0.2184
2019-06-22,0.2423,61.030652,-46.849359,0.3635
2019-06-23,0.2282,61.030655,-46.849358,0.9126
2019-06-24,0.1897,61.030649,-46.849354,0.959
2019-06-25,0.1738,61.030646,-46.84936,0.876
2019-06-26,0.1737,61.030651,-46.849352,0.9899
2019-06-27,0.1817,61.030642,-46.849356,0.8896
2019-06-28,0.2223,61.030648,-46.849371,0.3549
2019-06-29,0.2201,61.030655,-46.849365,0.9673
2019-06-30,0.2356,61.030647,-46.849364,0.578
2019-07-01,0.2289,61.030655,-46.84936,0.6744
2019-07-02,0.2283,61.030654,-46.849355,0.685
2019-07-03,0.2259,61.030649,-46.849368,0.1592
2019-07-04,0.2229,61.030654,-46.849368,0.2514
2019-07-05,0.2161,61.030655,-46.84936,0.2722
2019-07-06,0.2104,61.030644,-46.849371,0.6699
2019-07-07,0.1933,61.030648,-46.849369,0.8045
2019-07-08,0.1826,61.030644,-46.849364,0.6642
2019-07-09,0.196,61.030645,-46.849365,0.6752
2019-07-10,0.2126,61.03064,-46.849369,0.4422
2019-07-11,0.2327,61.030643,-46.84937,0.4582
2019-07-12,0.2306,61.030646,-46.849374,0.398
2019-07-13,0.2124,61.030644,-46.849371,0.5027
2019-07-14,0.2118,61.030646,-46.849372,0.5404
2019-07-15,0.2269,61.030652,-46.84938,0.3491
2019-07-16,0.2109,61.030642,-46.84937,0.6821
2019-07-17,0.1859,61.030646,-46.849372,0.9846
2019-07-18,0.2004,61.030645,-46.849373,0.9346
2019-07-19,0.2206,61.03069,-46.8493,0.5823
2019-07-20,0.2205,61.030642,-46.849376,0.6078
2019-07-21,0.2221,61.030638,-46.849376,0.4941
2019-07-22,0.2296,61.030642,-46.84938,0.2699
2019-07-23,0.2216,61.030644,-46.84938,0.4122
2019-07-24,0.2036,61.03064,-46.849371,0.9893
2019-07-25,0.2017,61.030639,-46.849371,0.9618
2019-07-26,0.197,61.030647,-46.849378,0.9877
2019-07-27,0.186,61.030651,-46.84938,0.9213
2019-07-28,0.1859,61.030648,-46.849378,0.7334
2019-07-29,0.1955,61.030643,-46.849383,0.2509
2019-07-30,0.2051,61.030651,-46.849379,0.4064
2019-07-31,0.1839,61.030653,-46.849379,0.7996
2019-08-01,0.1857,61.030645,-46.849384,0.7165
2019-08-02,0.185,61.03064,-46.849388,0.4325
2019-08-03,0.1794,61.030643,-46.849384,0.7482
2019-08-04,0.1949,61.030643,-46.849384,0.4978
2019-08-05,0.195,61.03063,-46.84938,0.5393
2019-08-06,0.1955,61.030634,-46.849382,0.6556
2019-08-07,0.1909,61.030634,-46.849382,0.8189
2019-08-08,0.2027,61.030638,-46.849393,0.5832
2019-08-09,0.191,61.030641,-46.849383,0.9979
2019-08-10,0.2052,61.030638,-46.849392,0.6663
2019-08-11,0.21,61.03064,-46.849391,0.2694
2019-08-12,0.2054,61.030643,-46.849393,0.6394
2019-08-13,0.1615,61.030649,-46.849389,0.7049
2019-08-14,0.1954,61.030636,-46.849386,0.2062
2019-08-15,0.2167,61.030642,-46.849323,0.4487
2019-08-16,0.2281,61.03063,-46.849388,0.2311
2019-08-17,0.2103,61.030631,-46.84938,0.561
2019-08-18,0.1701,61.030632,-46.849384,0.943
2019-08-19,0.1852,61.030633,-46.849391,0.7967
2019-08-20,0.2267,61.030627,-46.849393,0.2655
2019-08-21,0.2289,61.030629,-46.849391,0.2218
2019-08-22,0.2382,61.030628,-46.849391,0.3244
2019-08-23,0.2334,61.030633,-46.849395,0.3724
2019-08-24,0.2342,61.030631,-46.849397,0.3521
2019-08-25,0.219,61.030634,-46.849398,0.0955
2019-08-26,0.2032,61.030632,-46.849399,0.1577
2019-08-27,0.1765,61.030636,-46.849398,0.7537
2019-08-28,0.224,61.030636,-46.849394,0.2549
2019-08-29,0.2964,61.030546,-46.849272,0.1351
2019-08-30,0.2699,61.024912,-46.841759,0.5232
2019-08-31,0.2461,61.024912,-46.841759,0.647
2019-09-01,0.1919,61.024912,-46.841759,0.9783
2019-09-02,0.2211,61.024912,-46.841759,0.7243
2019-09-03,0.1966,61.024912,-46.841759,0.9532
2019-09-04,0.2088,61.024912,-46.841759,0.7098
2019-09-05,0.2606,61.024912,-46.841759,0.4055
2019-09-06,0.1976,61.024912,-46.841759,0.986
2019-09-07,0.2194,61.024912,-46.841759,0.524
2019-09-08,0.2607,61.024912,-46.841759,0.0694
2019-09-09,0.2464,61.024912,-46.841759,0.4806
2019-09-10,0.3023,61.024912,-46.841759,0.1666
2019-09-11,0.3035,61.024912,-46.841759,0.1991
2019-09-12,0.3229,61.024912,-46.841759,0.6328
2019-09-13,0.322,61.024912,-46.841759,0.3082
2019-09-14,0.7391,61.024912,-46.841759,0.7018
2019-09-15,0.6339,61.024912,-46.841759,0.1441
2019-09-16,0.5816,61.024912,-46.841759,0.3423
2019-09-17,0.5063,61.024912,-46.841759,0.3656
2019-09-18,0.3196,61.024912,-46.841759,0.5871
2019-09-19,0.2685,61.024912,-46.841759,0.613
2019-09-20,0.3127,61.024912,-46.841759,0.4108
2019-09-21,0.2486,61.024912,-46.841759,0.9313
2019-09-22,0.3412,61.024912,-46.841759,0.4158
2019-09-23,0.3081,61.024912,-46.841759,0.4298
2019-09-24,0.2739,61.024912,-46.841759,0.3547
2019-09-25,0.2899,61.024912,-46.841759,0.1774
2019-09-26,0.2961,61.024912,-46.841759,0.1635
2019-09-27,0.269,61.024912,-46.841759,0.4335
2019-09-28,0.3016,61.024912,-46.841759,0.3816
2019-09-29,0.2399,61.024912,-46.841759,0.4856
2019-09-30,0.2465,61.024912,-46.841759,0.4815
2020-05-01,0.6699,61.030626,-46.849617,0.2717
2020-05-02,0.8791,61.030626,-46.849608,0.8696
2020-05-03,0.9234,61.030645,-46.849679,0.9888
2020-05-04,0.8533,61.030621,-46.849625,0.7817
2020-05-05,0.8415,61.030625,-46.849618,0.8657
2020-05-06,0.8054,61.03062,-46.849611,0.9573
2020-05-07,0.7574,61.030604,-46.849611,0.4528
2020-05-08,0.7398,61.030612,-46.849614,0.3291
2020-05-09,0.7104,61.030621,-46.849625,0.2466
2020-05-10,0.7839,61.030615,-46.849624,0.7906
2020-05-11,0.7332,61.03061,-46.849617,0.7044
