date,site,alb_sat,alb_AWS,cloud
2017_06_30,NUK_L,0.293,0.2924,0.3197
2017_06_30,QAS_L,0.399,0.3583,0.6003
2017_06_30,QAS_U,0.679,0.6594,0.2293
2017_06_30,SCO_L,0.372,0.6666,0.8652
2017_06_30,SCO_U,0.553,0.7688,0.8573
2017_06_30,TAS_A,0.672,0.6919,0.3695
2017_06_30,THU_L,0.646,0.7205,0.0792
2017_06_30,THU_U,0.719,0.7488,0.0406
2017_06_30,UPE_L,0.629,0.7163,0.7722
2017_06_30,UPE_U,0.702,0.8641,0.7286
2017_07_01,EGP,0.803,0.7907,0.2433
2017_07_01,KAN_L,0.786,0.8901,0.9341
2017_07_01,KAN_M,0.708,0.8641,0.9526
2017_07_01,KAN_U,0.794,0.8932,0.9831
2017_07_01,KPC_L,0.523,0.7361,0.1787
2017_07_01,KPC_U,0.726,0.8166,0.2795
2017_07_01,NUK_K,32.767,0.7595,0.7333
2017_07_01,NUK_L,32.767,0.321,0.6605
2017_07_01,QAS_L,0.395,0.3702,0.2743
2017_07_01,QAS_M,0.590,0.7449,0.3335
2017_07_01,QAS_U,0.678,0.649,0.2211
2017_07_01,SCO_L,0.366,0.6583,0.8209
2017_07_01,SCO_U,0.546,0.7833,0.872
2017_07_01,TAS_A,0.672,0.7283,0.7337
2017_07_01,THU_L,0.646,0.6905,0.0221
2017_07_01,THU_U,0.713,0.7409,0.0149
2017_07_01,UPE_L,0.608,0.6612,0.4983
2017_07_01,UPE_U,0.697,0.8081,0.5356
2017_07_02,EGP,0.803,0.7811,0.2101
2017_07_02,KAN_L,0.786,0.895,0.8771
2017_07_02,KAN_M,0.709,0.8533,0.8258
2017_07_02,KAN_U,0.796,0.8874,0.8464
2017_07_02,KPC_L,0.523,0.7106,0.1428
2017_07_02,KPC_U,0.723,0.8101,0.1931
2017_07_02,NUK_K,32.767,0.6462,0.7818
2017_07_02,NUK_L,32.767,0.3315,0.8873
2017_07_02,QAS_L,0.384,0.3509,0.391
2017_07_02,QAS_U,0.677,0.66,0.3693
2017_07_02,SCO_L,0.389,0.4271,0.8588
2017_07_02,SCO_U,0.582,0.6272,0.7895
2017_07_02,TAS_A,0.674,0.8053,0.7453
2017_07_02,THU_L,0.639,0.6875,0.0245
2017_07_02,THU_U,0.707,0.7448,0.0204
2017_07_02,UPE_L,0.602,0.6334,0.2125
2017_07_02,UPE_U,0.693,0.7727,0.1141
2017_07_03,EGP,0.805,0.8253,0.7204
2017_07_03,KAN_L,0.783,0.8305,0.6599
2017_07_03,KAN_M,0.717,0.8524,0.6803
2017_07_03,KAN_U,0.799,0.8806,0.8036
2017_07_03,KPC_L,0.613,0.6026,0.4003
2017_07_03,KPC_U,0.713,0.8207,0.5104
2017_07_03,NUK_K,0.352,0.7821,0.6198
2017_07_03,NUK_L,32.767,0.428,0.5147
2017_07_03,QAS_L,0.371,0.3751,0.7031
2017_07_03,QAS_U,0.677,0.7951,0.7609
2017_07_03,SCO_L,0.391,0.5647,0.9725
2017_07_03,SCO_U,0.584,0.772,0.9784
2017_07_03,TAS_A,0.673,0.6769,0.1496
2017_07_03,THU_L,0.641,0.6803,0.0138
2017_07_03,THU_U,0.707,0.7278,0.0223
2017_07_03,UPE_L,0.598,0.6374,0.3208
2017_07_03,UPE_U,0.686,0.8408,0.2958
2017_07_04,EGP,0.805,0.8009,0.3573
2017_07_04,KAN_L,0.542,0.8325,0.9829
2017_07_04,KAN_M,0.720,0.8677,0.8595
2017_07_04,KAN_U,0.802,0.9098,0.9661
2017_07_04,KPC_L,0.504,0.4798,0.5326
2017_07_04,KPC_U,0.705,0.8075,0.5007
2017_07_04,NUK_K,0.351,0.8954,0.9984
2017_07_04,NUK_L,32.767,0.5247,0.9444
2017_07_04,QAS_L,0.371,0.359,0.9622
2017_07_04,QAS_U,0.678,0.8209,0.9834
2017_07_04,SCO_L,0.410,0.7246,0.7072
2017_07_04,SCO_U,0.685,0.8234,0.631
2017_07_04,TAS_A,0.673,0.7334,0.7695
2017_07_04,THU_L,0.638,0.6739,0.0168
2017_07_04,THU_U,0.706,0.7163,0.0315
2017_07_04,UPE_L,0.595,0.5833,0.119
2017_07_04,UPE_U,0.684,0.7815,0.0394
2017_07_05,EGP,0.805,0.778,0.2854
2017_07_05,KAN_L,0.706,0.7651,0.5312
2017_07_05,KAN_M,0.721,0.7931,0.2951
2017_07_05,KAN_U,32.767,0.8401,0.4228
2017_07_05,KPC_L,0.497,0.4411,0.4508
2017_07_05,KPC_U,0.699,0.7715,0.39
2017_07_05,NUK_K,0.349,0.7566,0.6488
2017_07_05,NUK_L,0.754,0.7456,0.441
2017_07_05,QAS_L,0.369,0.3397,0.211
2017_07_05,QAS_U,0.679,0.6409,0.1876
2017_07_05,SCO_L,0.359,0.455,0.1302
2017_07_05,SCO_U,0.527,0.6915,0.0529
2017_07_05,TAS_A,0.672,0.7876,0.836
2017_07_05,THU_L,0.636,0.6701,0.0346
2017_07_05,THU_U,0.706,0.6891,0.024
2017_07_05,UPE_L,0.596,0.6546,0.4538
2017_07_05,UPE_U,0.683,0.7993,0.3006
2017_07_06,EGP,0.805,0.7834,0.2741
2017_07_06,KAN_L,0.691,0.7313,0.2767
2017_07_06,KAN_M,0.722,0.8049,0.3374
2017_07_06,KAN_U,0.811,0.9,0.7769
2017_07_06,KPC_L,0.491,0.4341,0.3216
2017_07_06,KPC_U,0.690,0.7437,0.2673
2017_07_06,NUK_K,32.767,0.7258,0.3127
2017_07_06,NUK_L,0.623,0.6349,0.002
2017_07_06,QAS_L,0.369,0.3852,0.1886
2017_07_06,QAS_M,0.568,0.6588,0.1659
2017_07_06,QAS_U,0.675,0.6493,0.0802
2017_07_06,SCO_L,0.359,0.3441,0.1464
2017_07_06,SCO_U,0.524,0.5991,0.0793
2017_07_06,TAS_A,0.670,0.7473,0.8768
2017_07_06,THU_L,0.637,0.6736,0.0747
2017_07_06,THU_U,0.709,0.6808,0.0616
2017_07_06,UPE_L,0.588,0.6017,0.187
2017_07_06,UPE_U,0.679,0.728,0.0679
2017_07_07,EGP,0.804,0.7715,0.2278
2017_07_07,KAN_L,0.597,0.6489,0.1701
2017_07_07,KAN_M,0.724,0.7628,0.2585
2017_07_07,KAN_U,0.818,0.8254,0.2751
2017_07_07,KPC_L,0.487,0.4198,0.3805
2017_07_07,KPC_U,0.678,0.7279,0.3464
2017_07_07,NUK_K,32.767,0.779,0.4518
2017_07_07,NUK_L,32.767,0.4029,0.1274
2017_07_07,QAS_L,0.369,0.3811,0.6808
2017_07_07,QAS_U,0.680,0.7794,0.6616
2017_07_07,SCO_L,0.360,0.3228,0.1709
2017_07_07,SCO_U,0.517,0.5158,0.116
2017_07_07,TAS_A,0.670,0.7018,0.69
2017_07_07,THU_L,0.636,0.6651,0.0228
2017_07_07,THU_U,0.706,0.6782,0.0472
2017_07_07,UPE_L,0.586,0.5942,0.2907
2017_07_07,UPE_U,0.678,0.6971,0.0667
2017_07_08,EGP,0.803,0.7771,0.2219
2017_07_08,KAN_L,0.572,0.559,0.6639
2017_07_08,KAN_M,0.718,0.7743,0.6411
2017_07_08,KAN_U,0.810,0.8756,0.723
2017_07_08,KPC_L,0.485,0.4154,0.7471
2017_07_08,KPC_U,0.676,0.76,0.7431
2017_07_08,NUK_K,32.767,0.8006,0.8869
2017_07_08,NUK_L,32.767,0.2513,0.7057
2017_07_08,QAS_L,0.368,0.3323,0.7894
2017_07_08,QAS_U,0.680,0.7749,0.7807
2017_07_08,SCO_L,0.359,0.3193,0.2057
2017_07_08,SCO_U,0.516,0.4642,0.1058
2017_07_08,TAS_A,0.670,0.6614,0.2049
2017_07_08,THU_L,0.639,0.6685,0.1126
2017_07_08,THU_U,0.709,0.68,0.0687
2017_07_08,UPE_L,0.572,0.538,0.2166
2017_07_08,UPE_U,0.660,0.6817,0.0441
2017_07_09,EGP,0.804,0.7883,0.4073
2017_07_09,KAN_L,0.471,0.4791,0.6861
2017_07_09,KAN_M,0.717,0.756,0.6228
2017_07_09,KAN_U,0.809,0.8648,0.818
2017_07_09,KPC_L,0.475,0.4373,0.2495
2017_07_09,KPC_U,0.671,0.7095,0.1924
2017_07_09,NUK_K,32.767,0.6272,0.1766
2017_07_09,NUK_L,0.315,0.2997,0.1039
2017_07_09,QAS_L,0.366,0.3411,0.2953
2017_07_09,QAS_U,0.686,0.6573,0.2031
2017_07_09,SCO_L,0.364,0.3199,0.1799
2017_07_09,SCO_U,0.514,0.4474,0.0972
2017_07_09,TAS_A,0.667,0.6621,0.1714
2017_07_09,THU_L,0.632,0.6804,0.1391
2017_07_09,THU_U,0.701,0.685,0.1148
2017_07_09,UPE_L,0.568,0.5601,0.2947
2017_07_09,UPE_U,0.651,0.6777,0.1238
2017_07_10,EGP,0.803,0.7423,0.493
2017_07_10,KAN_L,0.456,0.4925,0.1574
2017_07_10,KAN_M,0.714,0.7254,0.1226
2017_07_10,KAN_U,0.809,0.7859,0.2907
2017_07_10,KPC_L,0.464,0.4267,0.1033
2017_07_10,KPC_U,0.669,0.7096,0.0561
2017_07_10,NUK_K,32.767,0.6121,0.1168
2017_07_10,NUK_L,0.311,0.2713,0.0822
2017_07_10,QAS_L,0.358,0.3519,0.5481
2017_07_10,QAS_U,0.701,0.6998,0.3911
2017_07_10,SCO_L,0.358,0.3177,0.1828
2017_07_10,SCO_U,0.512,0.4441,0.1016
2017_07_10,TAS_A,0.665,0.6757,0.222
2017_07_10,THU_L,0.625,0.8528,0.868
2017_07_10,THU_U,0.700,0.8616,0.8642
2017_07_10,UPE_L,0.566,0.5854,0.3787
2017_07_10,UPE_U,0.649,0.6259,0.1976
2017_07_11,EGP,0.801,0.7778,0.2569
2017_07_11,KAN_L,0.440,0.4857,0.1596
2017_07_11,KAN_M,0.718,0.7135,0.1033
2017_07_11,KAN_U,0.811,0.7915,0.0956
2017_07_11,KPC_L,0.446,0.4326,0.1227
2017_07_11,KPC_U,0.657,0.7012,0.0844
2017_07_11,NUK_K,32.767,0.5997,0.0756
2017_07_11,NUK_L,0.311,0.2957,0.0438
2017_07_11,QAS_L,0.359,0.3431,0.9871
2017_07_11,QAS_M,0.564,0.5494,0.9945
2017_07_11,QAS_U,0.702,0.7748,0.978
2017_07_11,SCO_L,0.359,0.3199,0.1929
2017_07_11,SCO_U,0.510,0.4408,0.1077
2017_07_11,TAS_A,0.667,0.6764,0.2097
2017_07_11,THU_L,0.623,0.8155,0.864
2017_07_11,THU_U,0.698,0.8439,0.9223
2017_07_11,UPE_L,0.554,0.5982,0.9227
2017_07_11,UPE_U,0.636,0.6332,0.8975
2017_07_12,EGP,0.804,0.777,0.3426
2017_07_12,KAN_L,0.420,0.4683,0.2043
2017_07_12,KAN_M,0.713,0.6995,0.1501
2017_07_12,KAN_U,0.811,0.7916,0.2405
2017_07_12,KPC_L,0.434,0.4583,0.127
2017_07_12,KPC_U,0.648,0.6938,0.1106
2017_07_12,NUK_K,32.767,0.6008,0.1094
2017_07_12,NUK_L,0.308,0.286,0.0742
2017_07_12,QAS_L,0.359,0.3319,0.6787
2017_07_12,QAS_U,0.702,0.6844,0.5696
2017_07_12,SCO_L,0.359,0.328,0.2061
2017_07_12,SCO_U,0.508,0.4513,0.1972
2017_07_12,TAS_A,0.667,0.6676,0.1616
2017_07_12,THU_L,0.613,0.7767,0.788
2017_07_12,THU_U,0.684,0.8212,0.8348
2017_07_12,UPE_L,0.550,0.5886,0.8446
2017_07_12,UPE_U,0.626,0.6125,0.786
2017_07_13,EGP,0.805,0.7741,0.2641
2017_07_13,KAN_L,0.502,0.459,0.2554
2017_07_13,KAN_M,0.707,0.7073,0.2468
2017_07_13,KAN_U,0.810,0.7836,0.2607
2017_07_13,KPC_L,0.433,0.4655,0.149
2017_07_13,KPC_U,0.642,0.6944,0.1372
2017_07_13,NUK_K,0.296,0.7501,0.5816
2017_07_13,NUK_L,32.767,0.2619,0.4954
2017_07_13,QAS_L,0.359,0.3194,0.9488
2017_07_13,QAS_M,0.564,0.4068,0.999
2017_07_13,QAS_U,0.703,0.7772,0.9283
2017_07_13,SCO_L,0.356,0.3372,0.3373
2017_07_13,SCO_U,0.506,0.4528,0.2041
2017_07_13,TAS_A,0.667,0.6679,0.2559
2017_07_13,THU_L,0.610,0.7276,0.7501
2017_07_13,THU_U,0.682,0.7672,0.7378
2017_07_13,UPE_L,0.545,0.5291,0.4704
2017_07_13,UPE_U,0.614,0.5584,0.3266
2017_07_14,EGP,0.805,0.7674,0.1777
2017_07_14,KAN_L,0.459,0.4586,0.4515
2017_07_14,KAN_M,0.691,0.7111,0.4341
2017_07_14,KAN_U,0.804,0.8369,0.8077
2017_07_14,KPC_L,0.432,0.4367,0.1199
2017_07_14,KPC_U,0.640,0.6624,0.1128
2017_07_14,NUK_K,0.304,0.7608,0.9846
2017_07_14,NUK_L,32.767,0.303,0.9475
2017_07_14,QAS_L,0.360,0.321,0.7522
2017_07_14,QAS_M,0.547,0.5285,0.931
2017_07_14,QAS_U,0.716,0.7958,0.7537
2017_07_14,SCO_L,0.348,0.3335,0.2481
2017_07_14,SCO_U,0.488,0.454,0.145
2017_07_14,TAS_A,0.667,0.7439,0.7905
2017_07_14,THU_L,0.610,0.6125,0.1033
2017_07_14,THU_U,0.682,0.7233,0.1277
2017_07_14,UPE_L,0.540,0.5448,0.443
2017_07_14,UPE_U,0.605,0.5788,0.3062
2017_07_15,EGP,0.807,0.8105,0.4815
2017_07_15,KAN_L,0.447,0.4704,0.3737
2017_07_15,KAN_M,0.686,0.6785,0.2408
2017_07_15,KAN_U,0.801,0.7874,0.3328
2017_07_15,KPC_L,0.432,0.4461,0.1604
2017_07_15,KPC_U,0.638,0.6179,0.1392
2017_07_15,NUK_K,0.285,0.7497,0.8939
2017_07_15,NUK_L,0.333,0.3366,0.7609
2017_07_15,QAS_L,0.338,0.3396,0.5949
2017_07_15,QAS_U,0.728,0.7903,0.6755
2017_07_15,SCO_L,0.346,0.3444,0.7535
2017_07_15,SCO_U,0.485,0.4716,0.6886
2017_07_15,TAS_A,0.667,0.7152,0.7929
2017_07_15,THU_L,0.605,0.6006,0.5513
2017_07_15,THU_U,0.678,0.7562,0.5743
2017_07_15,UPE_L,0.530,0.5103,0.2099
2017_07_15,UPE_U,0.592,0.5503,0.0521
2017_07_16,EGP,0.805,0.8088,0.2337
2017_07_16,KAN_L,32.767,0.7121,0.8063
2017_07_16,KAN_M,0.678,0.8149,0.7533
2017_07_16,KAN_U,0.794,0.8299,0.682
2017_07_16,KPC_L,0.431,0.4451,0.334
2017_07_16,KPC_U,0.637,0.5804,0.1569
2017_07_16,NUK_K,0.285,0.9301,0.9987
2017_07_16,NUK_L,0.334,0.6123,0.9242
2017_07_16,QAS_L,0.338,0.3169,0.9378
2017_07_16,QAS_U,0.728,0.7445,0.7612
2017_07_16,SCO_L,0.350,0.3366,0.8155
2017_07_16,SCO_U,0.473,0.4595,0.823
2017_07_16,TAS_A,0.668,0.7768,0.9016
2017_07_16,THU_L,0.593,0.5811,0.119
2017_07_16,THU_U,0.682,0.6989,0.0975
2017_07_16,UPE_L,0.521,0.5551,0.3107
2017_07_16,UPE_U,0.576,0.5247,0.0992
2017_07_17,EGP,0.805,0.8339,0.7027
2017_07_17,KAN_L,0.437,0.6598,0.8154
2017_07_17,KAN_M,0.659,0.8265,0.7155
2017_07_17,KAN_U,0.793,0.88,0.9777
2017_07_17,KPC_L,0.440,0.4151,0.7051
2017_07_17,KPC_U,0.635,0.6292,0.6917
2017_07_17,NUK_K,0.289,0.7202,0.4831
2017_07_17,NUK_L,0.330,0.5828,0.1893
2017_07_17,QAS_L,0.338,0.3401,0.4781
2017_07_17,QAS_U,0.729,0.6879,0.3838
2017_07_17,SCO_L,0.349,0.3319,0.7074
2017_07_17,SCO_U,0.450,0.4428,0.627
2017_07_17,TAS_A,0.668,0.8037,0.9586
2017_07_17,THU_L,0.575,0.5902,0.5423
2017_07_17,THU_U,0.679,0.7516,0.4961
2017_07_17,UPE_L,0.520,0.6145,0.9818
2017_07_17,UPE_U,0.567,0.747,0.9633
2017_07_18,EGP,0.807,0.8288,0.6526
2017_07_18,KAN_L,0.426,0.5907,0.4754
2017_07_18,KAN_M,0.647,0.83,0.4344
2017_07_18,KAN_U,0.787,0.8345,0.6215
2017_07_18,KPC_L,0.426,0.3947,0.8735
2017_07_18,KPC_U,0.633,0.5519,0.9061
2017_07_18,NUK_K,0.277,0.8185,0.7206
2017_07_18,NUK_L,0.326,0.387,0.5837
2017_07_18,QAS_L,0.349,0.3385,0.6804
2017_07_18,QAS_U,0.729,0.8007,0.6748
2017_07_18,SCO_L,0.343,0.2968,0.7444
2017_07_18,SCO_U,0.440,0.4294,0.7107
2017_07_18,TAS_A,0.668,0.6714,0.3737
2017_07_18,THU_L,0.558,0.5471,0.2842
2017_07_18,THU_U,0.677,0.7232,0.2431
2017_07_18,UPE_L,0.514,0.559,0.5441
2017_07_18,UPE_U,0.551,0.6216,0.2309
2017_07_19,EGP,0.808,0.8184,0.4223
2017_07_19,KAN_L,0.427,0.4895,0.847
2017_07_19,KAN_M,0.639,0.7158,0.9474
2017_07_19,KAN_U,0.783,0.9019,1.0
2017_07_19,KPC_L,0.425,0.4117,0.8476
2017_07_19,KPC_U,0.628,0.4873,0.2021
2017_07_19,NUK_K,0.279,0.7594,0.9943
2017_07_19,NUK_L,0.326,0.2048,0.8923
2017_07_19,QAS_L,0.349,0.3202,0.9127
2017_07_19,QAS_U,0.729,0.8052,0.909
2017_07_19,SCO_L,0.339,0.3116,0.6809
2017_07_19,SCO_U,0.425,0.4305,0.5473
2017_07_19,TAS_A,0.667,0.6692,0.4819
2017_07_19,THU_L,0.558,0.5349,0.1763
2017_07_19,THU_U,0.677,0.6837,0.1556
2017_07_19,UPE_L,0.504,0.5669,0.5063
2017_07_19,UPE_U,0.530,0.5815,0.4984
2017_07_20,EGP,0.809,0.8022,0.4256
2017_07_20,KAN_L,0.427,0.4429,0.3929
2017_07_20,KAN_M,0.620,0.6261,0.441
2017_07_20,KAN_U,0.779,0.8601,0.8103
2017_07_20,KPC_L,0.424,0.41,0.1271
2017_07_20,KPC_U,0.622,0.4814,0.0485
2017_07_20,NUK_K,0.269,0.613,0.3665
2017_07_20,NUK_L,0.319,0.2893,0.3763
2017_07_20,QAS_L,0.318,0.3154,0.7261
2017_07_20,QAS_U,0.729,0.7108,0.6338
2017_07_20,SCO_L,0.342,0.322,0.6707
2017_07_20,SCO_U,0.416,0.4229,0.5848
2017_07_20,TAS_A,0.661,0.7318,0.766
2017_07_20,THU_L,0.557,0.6451,0.6727
2017_07_20,THU_U,0.676,0.8449,0.7369
2017_07_20,UPE_L,0.500,0.5505,0.8862
2017_07_20,UPE_U,0.515,0.5418,0.806
2017_07_21,EGP,0.817,0.8497,0.6711
2017_07_21,KAN_L,0.424,0.4878,0.0365
2017_07_21,KAN_M,0.593,0.6091,0.0343
2017_07_21,KAN_U,0.764,0.7767,0.0401
2017_07_21,KPC_L,0.418,0.4305,0.596
2017_07_21,KPC_U,0.608,0.53,0.5935
2017_07_21,NUK_K,0.275,0.5977,0.0404
2017_07_21,NUK_L,0.312,0.342,0.026
2017_07_21,QAS_L,0.299,0.3257,0.6355
2017_07_21,QAS_U,0.730,0.6985,0.3743
2017_07_21,SCO_L,0.339,0.2976,0.5374
2017_07_21,SCO_U,0.401,0.4118,0.4449
2017_07_21,TAS_A,0.656,0.6463,0.2036
2017_07_21,THU_L,0.559,0.6201,0.7609
2017_07_21,THU_U,0.675,0.778,0.8679
2017_07_21,UPE_L,0.495,0.5592,0.7897
2017_07_21,UPE_U,0.501,0.5628,0.5608
2017_07_22,EGP,0.811,0.8011,0.3258
2017_07_22,KAN_L,0.420,0.4839,0.0733
2017_07_22,KAN_M,0.580,0.5809,0.0476
2017_07_22,KAN_U,0.759,0.7737,0.0702
2017_07_22,KPC_L,0.409,0.397,0.6925
2017_07_22,KPC_U,0.600,0.6794,0.6911
2017_07_22,NUK_K,0.274,0.598,0.264
2017_07_22,NUK_L,0.307,0.318,0.0543
2017_07_22,QAS_L,0.288,0.3515,0.542
2017_07_22,QAS_U,0.730,0.6622,0.2993
2017_07_22,SCO_L,0.336,0.3095,0.3643
2017_07_22,SCO_U,0.387,0.4027,0.2797
2017_07_22,TAS_A,0.664,0.743,0.727
2017_07_22,THU_L,0.553,0.5707,0.2802
2017_07_22,THU_U,0.674,0.7006,0.3415
2017_07_22,UPE_L,0.492,0.5243,0.2651
2017_07_22,UPE_U,0.496,0.5433,0.1024
2017_07_23,EGP,0.813,0.8184,0.5071
2017_07_23,KAN_L,0.413,0.4935,0.2265
2017_07_23,KAN_M,0.569,0.564,0.2199
2017_07_23,KAN_U,0.754,0.7857,0.217
2017_07_23,KPC_L,0.403,0.381,0.0867
2017_07_23,KPC_U,0.586,0.5906,0.0613
2017_07_23,NUK_K,0.279,0.6165,0.4795
2017_07_23,NUK_L,0.298,0.3098,0.399
2017_07_23,QAS_L,0.289,0.3176,0.7726
2017_07_23,QAS_U,0.683,0.81,0.7627
2017_07_23,SCO_L,0.340,0.3042,0.8538
2017_07_23,SCO_U,0.373,0.4215,0.6842
2017_07_23,TAS_A,0.663,0.6651,0.2742
2017_07_23,THU_L,0.544,0.5304,0.2311
2017_07_23,THU_U,0.669,0.7009,0.2763
2017_07_23,UPE_L,0.490,0.5327,0.1769
2017_07_23,UPE_U,0.489,0.5393,0.0028
2017_07_24,CEN1,0.811,0.7644,0.1457
2017_07_24,EGP,0.814,0.7946,0.3473
2017_07_24,KAN_L,0.403,0.4418,0.3634
2017_07_24,KAN_M,0.551,0.4906,0.4567
2017_07_24,KAN_U,0.751,0.8081,0.5908
2017_07_24,KPC_L,0.401,0.3576,0.1599
2017_07_24,KPC_U,0.583,0.6094,0.1457
2017_07_24,NUK_K,0.278,0.5865,0.6181
2017_07_24,NUK_L,0.296,0.2748,0.5334
2017_07_24,QAS_L,0.300,0.2843,0.8823
2017_07_24,QAS_U,0.672,0.7626,0.8802
2017_07_24,SCO_L,0.356,0.2981,0.2676
2017_07_24,SCO_U,0.372,0.4295,0.1308
2017_07_24,TAS_A,0.646,0.7141,0.9355
2017_07_24,THU_L,0.539,0.5202,0.0803
2017_07_24,THU_U,0.666,0.6824,0.0725
2017_07_24,UPE_L,0.486,0.5285,0.1512
2017_07_24,UPE_U,0.475,0.5218,0.1029
2017_07_25,CEN1,0.820,0.758,0.1948
2017_07_25,EGP,0.813,0.8134,0.3481
2017_07_25,KAN_L,0.400,0.4262,0.3318
2017_07_25,KAN_M,0.545,0.5149,0.5074
2017_07_25,KAN_U,0.745,0.753,0.3859
2017_07_25,KPC_L,0.392,0.3972,0.1351
2017_07_25,KPC_U,0.572,0.6227,0.159
2017_07_25,NUK_K,0.271,0.6318,0.5211
2017_07_25,NUK_L,0.286,0.2428,0.2775
2017_07_25,QAS_L,0.298,0.2927,0.7669
2017_07_25,QAS_U,0.651,0.6888,0.719
2017_07_25,SCO_L,0.336,0.2919,0.246
2017_07_25,SCO_U,0.371,0.4113,0.1196
2017_07_25,TAS_A,0.644,0.7226,0.9826
2017_07_25,THU_L,0.533,0.488,0.1376
2017_07_25,THU_U,0.665,0.6857,0.0891
2017_07_25,UPE_L,0.481,0.5074,0.374
2017_07_25,UPE_U,0.466,0.416,0.2624
2017_07_26,CEN1,0.824,0.9012,0.4967
2017_07_26,EGP,0.809,0.8047,0.3717
2017_07_26,KAN_L,0.394,0.4294,0.3016
2017_07_26,KAN_M,0.545,0.589,0.3605
2017_07_26,KAN_U,0.745,0.7641,0.5298
2017_07_26,KPC_L,0.390,0.3615,0.0768
2017_07_26,KPC_U,0.570,0.6277,0.0162
2017_07_26,NUK_K,0.271,0.6017,0.3064
2017_07_26,NUK_L,0.279,0.3166,0.3073
2017_07_26,QAS_L,0.286,0.3103,0.7456
2017_07_26,QAS_U,0.601,0.7686,0.7237
2017_07_26,SCO_L,0.334,0.2819,0.3336
2017_07_26,SCO_U,0.369,0.3845,0.1982
2017_07_26,TAS_A,0.628,0.5928,0.5734
2017_07_26,THU_L,0.534,0.3858,0.4806
2017_07_26,THU_U,0.663,0.7272,0.47
2017_07_26,UPE_L,0.480,0.5011,0.4808
2017_07_26,UPE_U,0.466,0.4039,0.2773
2017_07_27,CEN1,0.824,0.8953,0.8245
2017_07_27,EGP,0.808,0.8407,0.8253
2017_07_27,KAN_L,0.390,0.4192,0.2829
2017_07_27,KAN_M,0.538,0.5901,0.2478
2017_07_27,KAN_U,0.740,0.7277,0.1531
2017_07_27,KPC_L,0.392,0.3382,0.3427
2017_07_27,KPC_U,0.567,0.6389,0.3618
2017_07_27,NUK_K,0.269,0.568,0.0776
2017_07_27,NUK_L,0.280,0.2463,0.1039
2017_07_27,QAS_L,0.294,0.2838,0.3749
2017_07_27,QAS_U,0.601,0.6679,0.2626
2017_07_27,SCO_L,0.335,0.2872,0.3821
2017_07_27,SCO_U,0.368,0.379,0.2715
2017_07_27,TAS_A,0.566,0.6329,0.2117
2017_07_27,TAS_L,0.348,0.2507,0.3334
2017_07_27,THU_L,0.528,0.2834,0.8276
2017_07_27,THU_U,0.663,0.7266,0.831
2017_07_27,UPE_L,0.478,0.489,0.2769
2017_07_27,UPE_U,0.455,0.403,0.0446
2017_07_28,CEN1,0.823,0.8637,0.5449
2017_07_28,EGP,0.806,0.7965,0.4076
2017_07_28,KAN_L,0.390,0.423,0.2138
2017_07_28,KAN_M,0.535,0.6014,0.1645
2017_07_28,KAN_U,0.738,0.7178,0.0802
2017_07_28,KPC_L,0.391,0.3483,0.2803
2017_07_28,KPC_U,0.564,0.5957,0.2252
2017_07_28,NUK_K,0.266,0.561,0.0736
2017_07_28,NUK_L,0.279,0.2589,0.0751
2017_07_28,QAS_L,0.295,0.3055,0.3338
2017_07_28,QAS_U,0.602,0.6524,0.1977
2017_07_28,SCO_L,0.337,0.3002,0.3489
2017_07_28,SCO_U,0.369,0.4001,0.2487
2017_07_28,TAS_A,0.566,0.6284,0.2849
2017_07_28,TAS_L,0.350,0.2679,0.3556
2017_07_28,THU_L,0.496,0.2532,0.487
2017_07_28,THU_U,0.663,0.6501,0.4765
2017_07_28,UPE_L,0.482,0.483,0.3158
2017_07_28,UPE_U,0.454,0.3915,0.1019
2017_07_29,CEN1,0.824,0.862,0.5369
2017_07_29,EGP,0.811,0.7868,0.2654
2017_07_29,KAN_L,0.392,0.4308,0.2807
2017_07_29,KAN_M,0.527,0.6123,0.2617
2017_07_29,KAN_U,0.737,0.7231,0.1174
2017_07_29,KPC_L,0.385,0.3761,0.3369
2017_07_29,KPC_U,0.555,0.6114,0.2835
2017_07_29,NUK_K,0.268,0.5542,0.09
2017_07_29,NUK_L,0.282,0.2635,0.1505
2017_07_29,QAS_L,0.299,0.3052,0.3409
2017_07_29,QAS_U,0.602,0.6626,0.2186
2017_07_29,SCO_L,0.337,0.3102,0.3422
2017_07_29,SCO_U,0.369,0.4049,0.2016
2017_07_29,TAS_A,0.584,0.5511,0.2363
2017_07_29,TAS_L,0.351,0.2687,0.3763
2017_07_29,THU_L,0.530,0.2853,0.9733
2017_07_29,THU_U,0.658,0.7596,0.9741
2017_07_29,UPE_L,0.483,0.5438,0.7487
2017_07_29,UPE_U,0.455,0.4149,0.6062
2017_07_30,CEN1,0.807,0.8952,0.817
2017_07_30,EGP,0.812,0.7879,0.2885
2017_07_30,KAN_L,0.389,0.4324,0.2894
2017_07_30,KAN_M,0.517,0.6092,0.2769
2017_07_30,KAN_U,0.731,0.7138,0.1084
2017_07_30,KPC_L,0.381,0.3568,0.222
2017_07_30,KPC_U,0.556,0.5745,0.1836
2017_07_30,NUK_K,0.266,0.5412,0.0114
2017_07_30,NUK_L,0.285,0.2773,0.0341
